Group,Name,HubCode,HubBar,MB,MWay,V0
21 +4 +1,U 6655,13,P,-16.96,--,750.0
21 -5 +1,N 3338,5,A,-20.8,--,1174.0
21 -5 +1,N 3346,6,B,-19.35,--,1137.0
21 -5 +1,N 3389,5,A,-19.82,--,1138.0
21 -0 +1,N 3437,5,X,-19.65,--,1212.0
21 -0 +1,N 3547,5,P,-19.25,--,1414.0
21 -0 +1,U 6633,-2,--,-18.85,--,1650.0
21 -6 +6,N 3162,4,X,-19.71,--,1215.0
21 -6,N 3177,3,A,-18.75,--,1122.0
21 -6,N 3185,1,B,-18.93,--,1146.0
21 -6,N 3187,5,BP,-18.88,--,1500.0
21 -6,N 3190,1,AP,-20.29,--,1216.0
21 -6,N 3193,-5,--,-20.05,--,1277.0
21 -6,N 3226,-5,P,-19.57,--,1270.0
21 -6,N 3227,1,XP,-20.17,--,1081.0
21 -6,N 3287,7,B,-18.97,--,1058.0
21 -6,N 3301,0,B,-19.61,--,1244.0
21 -6,U 5588,13,P,-18.12,--,1350.0
21 -6,U 5675,9,--,--,--,1001.0
21 +6,N 3098,-2,--,-18.99,--,1257.0
21 +6,U 5833,-2,--,-17.02,--,1214.0
21 -7 +7,N 3504,2,X,-20.38,--,1478.0
21 -7,N 3512,5,X,-19.01,--,1338.0
21 +7,N 3414,-2,BP,-20.23,--,1357.0
21 -8 +8,N 3245,-2,A,-20.07,--,1202.0
21 -8,N 3254,4,A,-20.31,--,1309.0
21 -8,N 3277,2,A,-19.51,--,1402.0
21 -8,U 5662,3,B,-17.52,--,1269.0
21 -9 +9,N 3395,6,XP,-20.0,--,1595.0
21 -9,N 3396,10,BP,-20.04,--,1649.0
21 -9,N 3430,5,X,-20.21,--,1533.0
21 -9,N 3442,13,P,-19.1,--,1713.0
21 +9,U 5706,10,--,--,--,1466.0
21-10+10,N 3156,-5,--,-18.54,--,994.0
21-10,N 3166,0,X,-20.22,--,1203.0
21-10,N 3169,1,AP,-20.44,--,1051.0
21-10,U 5522,6,--,-18.2,--,1065.0
21-10,U 5539,10,B,-17.56,--,1097.0
21+10,0952+08,13,P,-16.65,--,1122.0
21+10,1014-03,8,B,--,--,1109.0
21+10,N 3044,5,B,-19.74,--,1145.0
21+10,U 5708,7,X,-18.24,--,1007.0
21-11+11,N 3611,1,AP,-19.51,--,1490.0
21-11,N 3630,-2,--,-19.37,--,1363.0
21-11,N 3640,-5,--,-20.78,--,1198.0
21-11,N 3664,9,BP,-18.94,--,1216.0
21-11,U 6345,10,B,-18.95,--,1450.0
21-12+12,0945+33,13,P,-18.04,--,1443.0
21-12,0954+33,13,P,-17.48,--,1470.0
21-12,N 2964,4,X,-19.9,--,1260.0
21-12,N 2968,3,P,-19.39,--,1559.0
21-12,N 2970,-2,--,-17.73,--,1629.0
21-12,N 3003,4,B,-20.45,--,1439.0
21-12,N 3011,-2,--,-17.91,--,1417.0
21-12,N 3021,5,B,-19.4,--,1490.0
21-12,N 3067,2,X,-19.68,--,1414.0
21-12,U 5393,9,B,-18.02,--,1407.0
21-13+12,N 3026,10,--,-19.14,--,1431.0
21-13+12,N 3032,-2,X,-19.36,--,1439.0
21-14+12,U 5349,9,--,-18.44,--,1361.0
21-14+12,U 5391,9,--,-18.36,--,1550.0
21-15+12,N 2793,9,BP,-18.3,--,1636.0
21-15+12,N 2859,-2,B,-20.38,--,1557.0
21 -0+12,0944+39,13,P,-17.81,--,1617.0
21 -0+12,1003+29,13,P,-17.37,--,1341.0
21 -0+12,N 2893,0,B,-18.84,--,1650.0
21 -0+12,N 2955,3,AP,-19.04,--,1721.0
21 -0+12,U 5478,10,--,-17.21,--,1326.0
21-16+16,N 2798,1,BP,-19.67,--,1710.0
21-16,N 2799,9,BP,-18.69,--,1739.0
21-17+16,N 2844,1,A,-18.54,--,1477.0
21-17+16,N 2852,-2,--,-18.73,--,1880.0
21-17+16,N 2853,1,--,-18.65,--,1792.0
21-18+18,N 2770,5,A,-20.96,--,1908.0
21-18,N 2778,-5,--,-19.46,--,2017.0
21-18,N 2780,12,BP,-18.69,--,2173.0
21-18,U 4777,10,--,-18.25,--,2019.0
21-18,U 4837,9,--,-17.71,--,1848.0
21+19+19,U 4260,10,--,-18.55,--,2284.0
21+19,U 4393,12,B,-19.82,--,2154.0
21+20+20,0913+53,13,P,-17.86,--,2286.0
21+20,N 2701,4,XP,-20.04,--,2391.0
21 -0,0825+52,13,P,--,--,1773.0
21 -0,N 2712,3,B,-19.85,--,1857.0
21 -0,N 2776,5,X,-20.77,--,2643.0
21 -0,N 2782,1,XP,-20.79,--,2529.0
21 -0,N 3020,6,B,-19.3,--,1305.0
21 -0,N 3041,5,X,-19.77,--,1295.0
21 -0,N 3294,5,A,-20.19,--,1570.0
21 -0,N 3629,6,A,-19.64,--,1471.0
21 -0,U 4543,8,A,-18.78,--,1983.0
21 -0,U 4922,9,A,-19.55,--,2025.0
21 -0,U 5172,9,A,-18.74,--,2635.0
21 -0,U 5633,8,B,-17.75,--,1264.0
21 -0,U 6670,10,B,-18.08,--,838.0
22 -1 +1,1152-16,8,--,--,--,1601.0
22 -1,1155-22,10,--,--,--,1561.0
22 -1,1203-22,10,B,--,--,1498.0
22 -1,1210-20,10,--,--,--,1340.0
22 -1,N 3956,5,A,-20.2,--,1439.0
22 -1,N 3957,-2,A,-19.29,--,1620.0
22 -1,N 3981,4,P,-19.87,--,1499.0
22 -1,N 4024,-5,--,-19.46,--,1482.0
22 -1,N 4027,8,BP,-20.54,--,1461.0
22 -1,N 4033,-5,--,-19.49,--,1312.0
22 -1,N 4038,10,BP,-21.06,--,1446.0
22 -1,N 4039,10,P,--,--,1429.0
22 -1,N 4050,3,B,-20.49,--,1700.0
22 +1,N 3955,13,--,-19.18,--,1117.0
22 +1,N 3962,-5,--,-20.73,--,1621.0
22 +1,N 4094,6,--,-19.84,--,1232.0
22 -2 +1,1138-09,6,X,--,--,1540.0
22 -2 +1,1142-09,4,B,--,--,1536.0
22 -2 +1,N 3892,-2,B,-19.77,--,1532.0
22 -0 +1,N 4462,2,B,-20.51,--,1658.0
22 -3 +3,1213-11,10,--,--,--,985.0
22 -3,1214-11,10,--,--,--,1098.0
22 -4 +4,1146-28,9,B,--,--,1692.0
22 -4,1150-28,8,--,--,--,1461.0
22 -4,1158-24,8,--,--,--,1581.0
22 -4,1202-27,9,--,--,--,1553.0
22 -4,1203-27,5,B,-20.43,--,1618.0
22 -4,N 3885,1,A,-20.24,--,1706.0
22 -4,N 3904,-5,--,-20.11,--,1369.0
22 -4,N 3923,-5,--,-21.23,--,1546.0
22 -4,N 3936,5,--,-20.51,--,1789.0
22 +4,N 3673,3,B,-20.2,--,1696.0
22 +4,N 3717,2,A,-20.75,--,1477.0
22 -5 +4,1207-29,5,A,-20.9,--,1907.0
22 -5 +4,N 4105,-5,--,-20.36,--,1654.0
22 -5 +4,N 4106,-2,B,-20.3,--,1944.0
22 -6 +6,1106-28,10,--,--,--,1239.0
22 -6,N 3585,-5,--,-20.93,--,1236.0
22 -7 +7,N 3637,-2,B,-19.65,--,1649.0
22 -7,N 3672,5,A,-21.17,--,1654.0
22 -7,N 3732,1,X,-19.05,--,1514.0
22 -8 +8,1139-06,10,P,--,--,1515.0
22 -8,N 3818,-5,--,-19.4,--,1317.0
22 -9 +9,1150-03,10,--,--,--,1499.0
22 -9,N 3952,9,P,-19.96,--,1458.0
22 +9,U 6780,7,AP,-19.26,--,1574.0
22-10+10,N 4030,4,A,-20.27,--,1311.0
22-10,U 7053,10,--,--,--,1311.0
22+10,U 6877,13,P,-17.34,--,1050.0
22-11+11,N 4116,8,B,-19.73,--,1177.0
22-11,N 4123,4,B,-20.25,--,1207.0
22+11,N 4179,-2,--,-20.17,--,1144.0
22+11,U 7178,10,--,--,--,1205.0
22+12+12,N 4045,4,--,-19.97,--,1827.0
22+12,U 6903,6,X,-19.22,--,1748.0
22+12,U 6998,9,--,--,--,1789.0
22 -0,1041-09,7,--,--,--,1858.0
22 -0,1048-19,6,B,--,--,1808.0
22 -0,1107-23,4,A,-20.05,--,1841.0
22 -0,1220-13,10,--,--,--,974.0
22 -0,N 3321,5,--,--,--,2262.0
22 -0,N 3887,4,B,-19.91,--,998.0
22 -0,N 4129,5,--,-19.25,--,1034.0
23 -1 +1,1239-40,5,--,--,--,2397.0
23 -1,1242-40,13,P,--,--,2238.0
23 -1,1242-40,2,A,--,--,2261.0
23 -1,1247-41,-2,--,--,--,2449.0
23 -1,N 4603,5,A,-21.93,--,2323.0
23 -1,N 4645,-5,--,-21.03,--,2412.0
23 -1,N 4650,0,B,--,--,2397.0
23 -1,N 4677,-2,--,-20.1,--,2978.0
23 -1,N 4696,-5,--,-22.05,--,2575.0
23 -1,N 4730,-5,--,--,--,2034.0
23 -1,N 4743,-2,--,--,--,2820.0
23 -1,N 4767,-5,--,-21.13,--,2901.0
23 -2 +2,1317-47,5,--,--,--,2622.0
23 -2,N 5064,3,A,-21.18,--,2752.0
23 +2,1307-46,1,--,--,--,2843.0
23 +2,1323-47,5,--,--,--,2402.0
23 +2,N 5156,1,B,-21.08,--,2757.0
23 -0 +2,1245-45,10,--,--,--,2935.0
23 -0 +2,N 5011,-5,--,-21.1,--,2838.0
23 -3 +3,1337-48,6,A,--,--,2628.0
23 -3,1346-48,5,--,--,--,2715.0
23 -3,N 5266,-2,A,-21.29,--,2865.0
23 -4 +3,1357-48,5,--,--,--,2661.0
23 -4 +3,N 5333,-2,--,--,--,2538.0
23 -0 +3,1406-45,9,B,--,--,2427.0
23 -0 +3,1408-49,5,--,--,--,2697.0
23 -0 +3,N 5489,1,--,--,--,2773.0
23 -5 +5,1212-35,5,B,--,--,2445.0
23 -5,1221-34,5,A,-21.14,--,2487.0
23 -5,N 4304,3,B,-20.32,--,2395.0
23 -0 +5,1225-39,-5,--,-21.23,--,2730.0
23 -0 +5,1235-35,5,X,-20.22,--,2700.0
23 -6 +6,N 5670,-2,--,--,--,2737.0
23 -6,N 5688,5,--,--,--,2628.0
23 -7 +7,1252-44,10,--,--,--,1985.0
23 -7,N 4835,5,X,-21.05,--,1947.0
23 -8 +7,1252-49,7,B,--,--,1888.0
23 -8 +7,1253-50,-5,--,-20.7,--,2031.0
23 -0 +7,1244-53,10,--,--,--,1622.0
23 -0 +7,1256-49,10,--,--,--,1653.0
23 -9 +9,1259-50,5,--,--,--,1131.0
23 -9,N 4976,-5,--,-21.05,--,1132.0
23 -0,1229-51,5,--,--,--,2376.0
23 -0,1428-55,9,--,--,--,2903.0
23 -0,1441-49,9,--,--,--,2100.0
23 -0,N 3882,5,--,--,--,1544.0
23 -0,N 4219,4,A,-21.07,--,1739.0
23 -0,N 4444,3,--,--,--,2666.0
23 -0,N 4930,5,B,--,--,2364.0
23 -0,N 5365,-2,B,-20.39,--,2232.0
24 -1 +1,N 2273,1,B,-20.76,--,1961.0
24 -1,U 3504,6,X,-20.6,--,2222.0
24 -1,U 3530,7,X,-19.7,--,2224.0
24 -1,U 3598,10,B,-18.51,--,2110.0
24 +1,U 3685,3,B,-20.33,--,1913.0
24 +1,U 3826,7,X,-19.27,--,1847.0
24 -2 +2,U 3574,6,A,-19.42,--,1545.0
24 -2,U 3647,10,B,-17.35,--,1475.0
24 -3 +3,N 2460,1,A,-19.52,--,1553.0
24 -3,U 4093,3,B,-17.93,--,1646.0
31 -1 +1,N 3312,2,AP,-21.33,--,2442.0
31 -1,N 3314,0,BP,--,--,2762.0
31 -2 +2,1027-350,-3,--,--,--,1609.0
31 -2,1027-351,-5,--,--,--,1498.0
31 -2,N 3257,-2,X,--,--,2779.0
31 -2,N 3258,-5,--,-20.32,--,2564.0
31 -2,N 3260,-5,--,--,--,2169.0
31 -2,N 3268,-5,--,-20.28,--,2518.0
31 -2,N 3273,-2,A,--,--,2176.0
31 +2,1026-31,4,B,-19.94,--,2859.0
31 +2,1036-37,5,--,--,--,2766.0
31 +2,N 3223,3,A,-21.71,--,2617.0
31 +2,N 3241,2,A,-19.64,--,2594.0
31 +2,N 3275,3,B,-21.04,--,2957.0
31 -3 +2,N 3347,3,B,-20.81,--,2642.0
31 -3 +2,N 3358,0,X,-20.37,--,2629.0
31 -4 +2,0953-32,6,X,-20.98,--,2731.0
31 -4 +2,0957-34,7,--,--,--,2613.0
31 -4 +2,N 3038,1,A,-20.95,--,2426.0
31 -4 +2,N 3087,-5,--,-20.69,--,2375.0
31 -4 +2,N 3095,5,X,-20.97,--,2438.0
31 -5 +2,0957-29,5,--,--,--,2197.0
31 -5 +2,1001-27,5,X,-20.27,--,2533.0
31 -5 +2,N 3078,-5,--,-20.63,--,2230.0
31 -5 +2,N 3089,2,X,-20.03,--,2375.0
31 +5 +2,1008-25,9,--,--,--,2243.0
31 +5 +2,N 3001,4,X,-20.36,--,2190.0
31 +5 +2,N 3054,3,X,-20.55,--,1925.0
31 +5 +2,N 3081,1,X,-20.05,--,2146.0
31 +5 +2,N 3203,-2,A,-20.01,--,2153.0
31 -0 +2,0936-38,7,--,--,--,2175.0
31 -0 +2,N 3208,4,A,-19.8,--,2738.0
31 -0 +2,N 3390,3,--,-20.45,--,2578.0
31 -0 +2,N 3449,0,X,-20.58,--,2994.0
31 -6 +6,N 3256,13,P,-21.42,--,2595.0
31 -6,N 3263,6,B,--,--,2724.0
31 -6,N 3318,3,X,-20.99,--,2622.0
31 -7 +6,1026-39,7,B,--,--,2530.0
31 -7 +6,N 3250,-5,--,-21.26,--,2582.0
31 -8 +6,1010-47,5,--,--,--,2202.0
31 -8 +6,1014-48,5,--,--,--,2447.0
31 -8 +6,1021-47,5,--,--,--,2380.0
31 +9 +6,1056-49,7,B,--,--,2455.0
31 +9 +6,1108-48,2,B,--,--,2434.0
31 -0 +6,N 3261,5,B,-21.12,--,2280.0
31-10+10,1107-37,-5,--,-20.13,--,2611.0
31-10,N 3557,-5,--,-22.18,--,2877.0
31-10,N 3564,-2,--,-20.12,--,2561.0
31-10,N 3568,3,B,--,--,2172.0
31+10,1113-33,3,B,-19.65,--,2738.0
31-11+10,1125-36,4,B,-19.6,--,2710.0
31-11+10,N 3706,-5,--,-21.14,--,2780.0
31+11+10,N 3783,1,B,-20.53,--,2627.0
31-12+12,0935-22,7,X,--,--,2143.0
31-12,N 2935,4,X,-21.74,--,2009.0
31-12,N 2983,-2,B,-19.72,--,1752.0
31-12,N 2986,-5,--,-20.7,--,2132.0
31-13+12,0930-16,2,X,--,--,1868.0
31-13+12,N 2907,1,A,-19.55,--,1810.0
31-14+12,0909-14,10,--,-17.86,--,1803.0
31-14+12,N 2763,6,--,-19.53,--,1640.0
31-14+12,N 2781,1,X,-20.23,--,1778.0
31+14+12,N 2848,5,X,-19.78,--,1789.0
31-15+12,N 2992,1,P,-20.51,--,1965.0
31-15+12,N 2993,1,P,-19.6,--,1970.0
31-16+12,0917-12,10,--,--,--,1703.0
31-16+12,0918-12,10,--,--,--,1663.0
31-16+12,N 2855,0,A,-19.8,--,1660.0
31+17+12,0922-24,4,XP,-18.88,--,2138.0
31+17+12,N 2865,-5,--,-20.7,--,2443.0
31 -0+12,0909-19,7,--,--,--,1914.0
31 -0+12,N 2811,0,B,-20.53,--,2260.0
31 -0+12,N 2815,3,B,-20.68,--,2016.0
31 -0+12,N 2902,-2,A,-19.46,--,1816.0
31-18+18,0940-05,8,BP,--,--,1734.0
31-18,0941-05,7,A,--,--,1808.0
31-18,N 2974,-5,--,-20.63,--,1786.0
31-19+19,0949+01,10,--,--,--,1662.0
31-19,N 3023,6,XP,-19.7,--,1683.0
31-19,U 5238,7,X,-18.4,--,1592.0
31-20+19,U 5224,8,B,-17.67,--,1756.0
31-20+19,U 5249,6,B,-19.01,--,1695.0
31 -0+19,N 2967,5,A,-20.31,--,1963.0
31-21+21,0815-29,7,--,--,--,1370.0
31-21,N 2559,5,BP,--,--,1296.0
31-21,N 2566,2,B,--,--,1377.0
31+21,0833-31,8,--,--,--,1266.0
31-22+21,0831-21,10,--,--,--,1511.0
31-22+21,N 2613,3,A,-21.24,--,1411.0
31 -0+21,0859-26,9,--,--,--,1682.0
31 -0+21,0908-32,10,--,--,--,1251.0
31-23+23,N 2775,2,A,-20.13,--,965.0
31-23,U 4797,9,--,-16.92,--,1140.0
31-24+24,U 3912,10,B,-17.96,--,1073.0
31-24,U 3946,10,--,-17.39,--,1028.0
31 -0,1000-21,7,X,--,--,2806.0
31 -0,N 2525,5,B,-19.89,--,1354.0
31 -0,N 2663,-5,--,--,--,2020.0
31 -0,N 2708,3,A,--,--,1795.0
31 -0,N 2888,-5,--,-19.35,--,1952.0
31 -0,N 2962,-2,X,-19.77,--,1937.0
31 -0,N 3055,5,X,-19.67,--,1615.0
31 -0,U 3964,8,X,-17.66,--,1271.0
31 -0,U 4508,13,P,-17.93,--,1736.0
31 -0,U 5245,8,--,-17.24,--,1220.0
32 -1 +1,0859+26,10,P,--,--,2694.0
32 -1,N 2735,13,P,-18.97,--,2534.0
32 -1,N 2750,5,X,-20.62,--,2600.0
32 +1,N 2764,-2,--,-19.59,--,2523.0
32 +2 +2,N 2608,3,B,-19.95,--,2063.0
32 +2,U 4559,4,--,-18.94,--,2027.0
32 +3 +3,0955+13,13,P,-19.03,--,2700.0
32 +3,N 3153,5,--,-20.12,--,2672.0
32 +3,U 5425,5,--,-19.45,--,2577.0
32 +3,U 5458,12,--,-19.34,--,2700.0
32 -4 +4,N 3367,5,B,-21.21,--,2913.0
32 -4,N 3419,-2,X,-19.79,--,2894.0
32 +4,N 3300,-2,X,-20.06,--,2867.0
32 +4,N 3433,5,A,-20.58,--,2582.0
32 -0,0923+19,13,P,-18.68,--,2381.0
32 -0,0931+11,13,P,-18.57,--,2358.0
32 -0,N 2577,-3,--,-19.14,--,2054.0
32 -0,N 2872,-5,--,-20.59,--,2825.0
32 -0,N 2940,-3,--,-18.59,--,2824.0
32 -0,N 2990,5,--,-20.29,--,2994.0
32 -0,U 6157,8,A,-19.07,--,2859.0
33 -1 +1,N 2842,-2,B,--,--,2490.0
33 -1,N 2887,-5,--,--,--,2561.0
33 -2 +1,0913-601,5,--,--,--,2620.0
33 -2 +1,0913-603,5,--,--,--,2701.0
33 -0 +1,0944-63,5,--,--,--,2618.0
33 -0 +1,N 2714,-2,--,--,--,2421.0
33 -3 +3,0916-62,5,--,--,--,1831.0
33 -3,0926-60,12,P,--,--,1918.0
33 +3,1001-64,1,--,--,--,1867.0
33 -4 +4,0729-61,4,--,--,--,2920.0
33 -4,N 2417,4,A,-21.27,--,2891.0
33 +4,0743-58,5,--,--,--,2615.0
33 +5 +5,0621-59,3,--,--,--,1994.0
33 +5,0639-58,3,P,--,--,2325.0
33 -0,0733-46,5,--,--,--,2593.0
33 -0,0737-55,3,--,--,--,2530.0
33 -0,0822-60,5,--,--,--,2291.0
33 -0,0919-68,5,--,--,--,2072.0
33 -0,N 2601,-2,A,--,--,2953.0
34 -1 +1,0613-26,10,--,--,--,1571.0
34 -1,0615-27,3,--,--,--,1465.0
34 -1,N 2217,-2,B,-20.17,--,1382.0
34 +1,0602-26,7,X,--,--,1593.0
34 +1,N 2139,6,X,-19.91,--,1632.0
34 -2 +2,0539-22,10,--,--,--,1532.0
34 -2,N 1964,3,X,-20.44,--,1480.0
34 +2,0516-21,10,--,--,--,1661.0
34 -3 +3,0505-16,9,B,--,--,1889.0
34 -3,0509-14,6,A,-19.91,--,1823.0
34 -3,N 1832,4,B,-20.17,--,1772.0
34 -4 +4,N 1888,5,BP,-20.38,--,2160.0
34 -4,N 1889,-5,--,--,--,2322.0
34 +5 +4,N 1784,5,B,-20.37,--,2182.0
34 +5 +4,N 1843,7,--,--,--,2470.0
34 -6 +6,0618-20,12,P,--,--,1767.0
34 -6,N 2227,6,B,-19.92,--,1999.0
34 +6,0601-20,7,B,--,--,1776.0
34 +7 +7,N 2280,6,A,-21.03,--,1651.0
34 +7,N 2325,-5,--,-20.97,--,1854.0
34 -8 +8,N 2179,0,A,-19.54,--,2549.0
34 -8,N 2207,4,XP,-21.94,--,2465.0
34 -8,N 2223,4,X,-20.85,--,2492.0
34 +8,0618-16,6,A,-20.21,--,2642.0
34 +8,N 2196,2,A,-20.68,--,2119.0
34 -0,0440-08,9,--,--,--,2414.0
34 -0,0449-02,12,P,--,--,2100.0
34 -0,0502+01,13,P,-18.57,--,3000.0
34 -0,0506-09,10,--,--,--,2561.0
34 -0,0508-02,13,P,--,--,2729.0
34 -0,0525-16,6,B,-19.3,--,2002.0
34 -0,0541-19,5,B,--,--,2559.0
34 -0,0550-17,6,A,--,--,2934.0
34 -0,N 1625,3,B,-20.52,--,2953.0
34 -0,N 1690,-5,--,-18.31,--,2100.0
34 -0,N 1954,5,B,--,--,2977.0
41 -1 +1,1503+01,-5,--,-18.21,--,2193.0
41 -1,N 5806,3,X,-20.36,--,1298.0
41 -1,N 5813,-5,--,-20.77,--,1879.0
41 -1,N 5831,-5,--,-19.95,--,1682.0
41 -1,N 5838,-2,A,-20.6,--,1430.0
41 -1,N 5845,-5,--,-19.3,--,1786.0
41 -1,N 5846,-5,--,-21.16,--,1785.0
41 -1,N 5850,3,B,-20.69,--,2532.0
41 -1,N 5854,-2,B,-19.73,--,1632.0
41 -1,N 5864,-2,B,-19.47,--,1633.0
41 -1,U 9760,7,--,-18.47,--,2023.0
41 -2 +1,N 5690,5,--,-20.45,--,1729.0
41 -2 +1,N 5691,1,XP,-20.0,--,1850.0
41 -2 +1,N 5692,13,P,-19.16,--,1800.0
41 -2 +1,N 5701,0,B,-20.35,--,1498.0
41 -2 +1,N 5705,7,B,-18.99,--,1737.0
41 -2 +1,N 5713,4,XP,-20.6,--,1871.0
41 -2 +1,N 5740,3,X,-19.85,--,1558.0
41 -2 +1,N 5746,3,X,-21.73,--,1785.0
41 -2 +1,N 5750,0,B,-20.13,--,2000.0
41 -2 +1,N 5774,7,X,-19.51,--,1587.0
41 -2 +1,N 5775,5,B,-20.69,--,1580.0
41 -2 +1,U 9385,10,--,--,--,1633.0
41 -2 +1,U 9432,10,--,-17.83,--,1556.0
41 -2 +1,U 9483,12,--,-19.2,--,1627.0
41 +2 +1,1450-03,8,X,--,--,1924.0
41 +2 +1,N 5584,6,X,-20.29,--,1597.0
41 +2 +1,N 5792,3,B,-20.83,--,1914.0
41 -3 +1,N 5566,2,B,-21.23,--,1489.0
41 -3 +1,N 5574,-2,B,-19.13,--,1685.0
41 -3 +1,N 5576,-5,--,-20.4,--,1497.0
41 -3 +1,N 5577,4,A,-19.37,--,1455.0
41 -3 +1,N 5638,-5,--,-20.12,--,1676.0
41 -3 +1,N 5668,7,A,-20.1,--,1563.0
41 -3 +1,U 9310,8,B,-18.1,--,1829.0
41 -3 +1,U 9380,10,--,-18.17,--,1692.0
41 +3 +1,N 5645,7,B,-19.42,--,1371.0
41 -4 +1,N 5496,7,--,-20.11,--,1488.0
41 -4 +1,N 5506,9,--,--,--,1690.0
41 -4 +1,U 9057,8,B,-19.03,--,1510.0
41 -5 +1,1430+08,-5,P,--,--,2186.0
41 -5 +1,N 5665,9,BP,-20.54,--,2264.0
41 -6 +1,N 5861,5,X,-20.8,--,1821.0
41 -6 +1,N 5885,5,X,-20.75,--,1968.0
41 -0 +1,1436-08,10,--,--,--,1761.0
41 -0 +1,1446-09,10,BP,-19.52,--,1790.0
41 -0 +1,N 5507,-5,--,--,--,2169.0
41 -0 +1,N 5669,6,X,-19.88,--,1376.0
41 -0 +1,N 5812,-5,--,-20.58,--,2027.0
41 -0 +1,N 5921,4,B,-20.67,--,1508.0
41 -0 +1,N 5964,7,B,-19.46,--,1492.0
41 -0 +1,U 9169,10,--,-18.9,--,1273.0
41 -0 +1,U 9249,7,--,-17.87,--,1361.0
41 -0 +1,U 9275,8,X,-18.72,--,1311.0
41 -0 +1,U 9500,9,B,--,--,1698.0
41 -7 +7,N 5300,5,A,-19.52,--,1123.0
41 -7,N 5348,3,--,-18.89,--,1411.0
41 -7,N 5360,13,BP,-17.7,--,1131.0
41 -7,N 5363,13,--,-20.57,--,1081.0
41 -7,N 5364,4,AP,-21.17,--,1348.0
41 +7,U 8995,8,X,-18.07,--,1210.0
41 -8 +7,N 5248,4,X,-21.07,--,1112.0
41 -8 +7,U 8575,10,--,-17.3,--,1122.0
41 -8 +7,U 8614,10,--,-18.73,--,1004.0
41 +9 +9,1444-17,5,--,--,--,2122.0
41 +9,N 5756,5,P,-20.76,--,2106.0
41-10+10,1511-15,7,A,-20.94,--,2229.0
41-10,N 5878,3,A,-20.96,--,2057.0
41-10,N 5915,2,BP,-20.84,--,2229.0
41+10,1510-17,8,B,--,--,2210.0
41-11+11,1515-23,-5,--,-18.67,--,2294.0
