Group,Name,HubCode,HubBar,MB,MWay,V0
41-11,N 5898,-5,--,-20.49,--,2173.0
41-11,N 5903,-5,--,-20.88,--,2438.0
41+11,1510-20,9,--,--,--,2199.0
41+11,1523-22,4,X,--,--,2251.0
41-12+12,N 5426,5,AP,-20.33,--,2296.0
41-12,N 5427,5,AP,-20.94,--,2483.0
41-13+12,N 5468,6,X,-21.09,--,2763.0
41-13+12,N 5493,-2,P,-20.67,--,2555.0
41-14+14,N 5595,5,X,-21.03,--,2568.0
41-14,N 5597,6,X,-20.66,--,2573.0
41+15+15,1457-13,10,--,--,--,2726.0
41+15,N 5728,1,X,-21.67,--,2879.0
41+15,N 5757,3,B,-20.68,--,2678.0
41+15,N 5796,-5,--,-20.91,--,2871.0
41+16+16,N 5984,7,B,-19.08,--,1199.0
41+16,U 9912,8,B,-17.47,--,1117.0
41+16,U10014,10,--,-16.48,--,1203.0
41 -0,1442-20,10,--,--,--,2259.0
41 -0,N 5324,4,A,-21.02,--,2954.0
41 -0,N 5334,5,B,-19.66,--,1311.0
41 -0,N 5600,4,P,-19.67,--,2425.0
41 -0,U 8507,13,P,-17.89,--,1014.0
41 -0,U 8839,10,--,-18.43,--,971.0
41 -0,U 9126,10,--,-17.7,--,2294.0
41 -0,U 9164,13,P,-17.96,--,2551.0
42 -1 +1,1349+40,13,P,-17.89,--,2462.0
42 -1,N 5290,4,BP,-20.99,--,2673.0
42 -1,N 5296,-2,--,-18.19,--,2384.0
42 -1,N 5297,3,X,-21.39,--,2507.0
42 -1,N 5313,3,--,-20.49,--,2696.0
42 -1,N 5320,5,--,-20.49,--,2709.0
42 -1,N 5326,1,--,-20.29,--,2653.0
42 -1,N 5350,4,B,-20.76,--,2410.0
42 -1,N 5353,-2,--,-20.84,--,2116.0
42 -1,N 5362,3,P,-20.19,--,2361.0
42 -1,N 5371,4,X,-21.57,--,2654.0
42 -1,N 5383,3,BP,-20.96,--,2355.0
42 -1,U 8733,5,B,-19.49,--,2447.0
42 -1,U 8742,10,--,--,--,2352.0
42 -1,U 8798,8,--,--,--,2388.0
42 +1,1359+37,13,--,-18.2,--,2789.0
42 +1,U 8611,7,X,-18.66,--,2741.0
42 -2 +1,N 5169,3,B,-18.95,--,2585.0
42 -2 +1,N 5173,-5,--,-19.4,--,2507.0
42 -2 +1,N 5198,-5,--,-20.26,--,2592.0
42 -2 +1,U 8597,7,B,-18.84,--,2540.0
42 -0 +1,N 5347,2,B,-19.48,--,2364.0
42 -0 +1,N 5529,5,--,-21.31,--,2971.0
42 -0 +1,N 5630,9,--,-20.18,--,2777.0
42 -0 +1,U 9324,9,B,-19.03,--,2877.0
42 -3 +3,N 5660,5,X,-20.6,--,2483.0
42 -3,N 5676,4,A,-21.45,--,2273.0
42 -3,N 5682,3,B,-19.12,--,2414.0
42 -3,N 5689,0,B,-20.05,--,2353.0
42 -3,N 5714,5,--,-19.38,--,2382.0
42 -3,U 9426,10,--,--,--,2463.0
42 +3,N 5633,3,A,-20.34,--,2458.0
42 -4 +3,N 5448,1,X,-20.69,--,2101.0
42 -4 +3,N 5480,5,AP,-19.92,--,2045.0
42 -4 +3,N 5481,-2,--,-19.86,--,2350.0
42 -4 +3,U 9083,8,--,-17.82,--,2044.0
42 -5 +3,N 5783,5,X,-19.85,--,2497.0
42 -5 +3,U 9663,10,--,-18.71,--,2594.0
42 -6 +3,N 5422,0,--,-19.45,--,1986.0
42 -6 +3,N 5473,-2,X,-20.29,--,2156.0
42 -6 +3,N 5485,-2,AP,-20.18,--,2137.0
42 -6 +3,U 8892,10,--,-18.27,--,1901.0
42 -7 +3,N 5631,-2,A,-20.07,--,2144.0
42 -7 +3,N 5678,3,X,-20.96,--,2391.0
42 -7 +3,U 9391,8,B,-17.85,--,2097.0
42 +7 +3,N 5687,-2,--,-20.08,--,2283.0
42 +7 +3,U 9477,10,--,--,--,2510.0
42 -8 +3,1331+60,10,--,--,--,2226.0
42 -8 +3,1348+62,10,--,--,--,2299.0
42 -8 +3,N 5308,-2,--,-20.36,--,2133.0
42 -8 +3,N 5322,-5,--,-21.66,--,2061.0
42 -8 +3,N 5376,3,X,-19.93,--,2224.0
42 -8 +3,U 8716,13,P,--,--,2222.0
42 +8 +3,1350+64,13,P,-17.06,--,1828.0
42 +8 +3,N 5205,12,--,-19.68,--,1940.0
42 +8 +3,U 8894,9,--,--,--,1943.0
42 -0 +3,N 5377,1,B,-20.69,--,1951.0
42 -0 +3,N 5486,5,P,-18.34,--,1559.0
42 -0 +3,U 8441,10,--,-18.84,--,1661.0
42 -0 +3,U 8639,10,--,-17.94,--,1834.0
42 -0 +3,U 8658,4,X,-19.44,--,2172.0
42 +9 +9,N 5894,9,B,-20.55,--,2679.0
42 +9,U 9638,10,--,-18.5,--,2461.0
42+10+10,N 5985,3,X,-21.42,--,2718.0
42+10,U 9837,5,X,-19.47,--,2857.0
42+11+11,N 4194,-2,BP,-20.01,--,2629.0
42+11,N 4384,1,P,-19.62,--,2417.0
42-12+12,U 7164,9,X,--,--,2288.0
42-12,U 7168,13,P,-17.69,--,2344.0
42+12,N 4128,-2,A,-20.1,--,2481.0
42 -0+12,1205+67,13,P,-18.34,--,2391.0
42 -0+12,N 4256,3,A,-21.26,--,2680.0
42 -0+12,N 4545,6,B,-20.59,--,2860.0
42 -0+12,U 7941,7,--,-19.59,--,2445.0
42-13+13,N 4127,4,--,-19.87,--,2006.0
42-13,N 4291,-5,--,-20.22,--,1968.0
42-13,N 4319,2,B,-20.25,--,1868.0
42-13,N 4331,10,P,-18.33,--,1756.0
42-13,N 4386,-5,--,-19.94,--,1866.0
42-13,N 4589,-5,--,-20.64,--,2007.0
42-13,N 4750,2,A,-20.29,--,1698.0
42-13,U 7872,10,--,--,--,2073.0
42+13,N 3329,1,A,-20.11,--,2056.0
42+13,N 5452,7,X,-19.39,--,2272.0
42-14+14,N 3735,5,A,-21.46,--,2853.0
42-14,U 6711,13,P,-19.26,--,2700.0
42+14,N 3516,-2,B,-20.59,--,2709.0
42+15+15,U 3496,10,--,--,--,1795.0
42+15,U 4646,6,X,-20.24,--,1822.0
42-16+16,N 2268,4,X,-20.81,--,2432.0
42-16,N 2276,5,X,-21.19,--,2619.0
42-16,N 2300,-5,--,-20.79,--,2168.0
42-16,U 3522,13,P,-18.31,--,2346.0
42-17+16,N 2336,4,X,-22.0,--,2386.0
42-17+16,U 3834,5,X,-20.61,--,2225.0
42 -0+16,N 2732,-2,--,-19.68,--,2206.0
42-18+18,N 1530,3,B,-21.32,--,2661.0
42-18,U 3130,3,X,-20.04,--,2683.0
42-19+18,U 2411,9,--,--,--,2767.0
42-19+18,U 2824,13,P,-21.46,--,2722.0
42 -0+18,0321+72,10,--,--,--,2284.0
42 -0+18,U 2620,9,X,-19.37,--,2464.0
42+20+20,U12069,8,X,-19.58,--,2631.0
42+20,U12263,10,--,--,--,2938.0
42 -0,1258+64,0,--,--,--,2125.0
42 -0,1331+69,13,P,--,--,1529.0
42 -0,N 3147,4,A,-21.73,--,2881.0
42 -0,N 4290,3,B,-20.72,--,2885.0
42 -0,N 4814,3,A,-20.27,--,2663.0
42 -0,N 5283,-2,--,-18.98,--,2875.0
42 -0,N 5375,2,B,-20.69,--,2444.0
42 -0,U 8355,-2,--,-19.59,--,2834.0
42 -0,U 9764,8,B,-18.67,--,2448.0
42 -0,U10054,8,B,-18.76,--,1725.0
42 -0,U12221,7,A,-19.54,--,2302.0
43 -1 +1,1253+34,10,--,--,--,766.0
43 -1,1324+38,10,--,--,--,1237.0
43 -1,N 4861,9,B,-18.87,--,885.0
43 -1,N 5005,4,X,-21.27,--,1070.0
43 -1,N 5014,1,--,-18.79,--,1157.0
43 -1,N 5033,5,A,-21.03,--,931.0
43 -1,N 5107,6,B,-18.49,--,1010.0
43 -1,N 5112,6,B,-19.76,--,1046.0
43 -1,U 8246,6,B,-17.69,--,855.0
43 -1,U 8261,10,--,--,--,903.0
43 -1,U 8280,5,--,-17.9,--,865.0
43 -1,U 8303,10,--,-18.02,--,1002.0
43 -1,U 8323,10,P,-16.76,--,888.0
43 +1,1309+26,12,--,-17.09,--,898.0
43 +1,N 5273,-2,A,-19.22,--,1090.0
43 +1,U 8578,13,P,-16.05,--,878.0
43 -2 +1,N 5145,12,--,-18.98,--,1313.0
43 -2 +1,U 8365,7,B,-17.65,--,1294.0
43 -2 +1,U 8449,9,--,--,--,1324.0
43 -2 +1,U 8489,8,X,-18.05,--,1401.0
43 -0 +1,1339+30,13,P,--,--,1113.0
43 -0 +1,U 8333,10,--,--,--,950.0
43 -3 +3,U 9560,13,P,-17.07,--,1317.0
43 -3,U 9562,13,P,-17.58,--,1366.0
43 -0,N 5301,3,A,-20.31,--,1673.0
43 -0,N 5523,6,A,-19.36,--,1099.0
43 -0,N 5727,8,X,-18.45,--,1594.0
43 -0,U 8588,9,--,-17.8,--,1551.0
43 -0,U 9242,6,--,-18.7,--,1551.0
44 -1 +1,1535+55,13,P,-16.08,--,860.0
44 -1,N 5866,-2,A,-20.08,--,875.0
44 -1,N 5879,4,A,-19.48,--,962.0
44 -1,N 5907,5,A,-20.55,--,854.0
44 -1,N 5963,12,P,-18.75,--,854.0
44 -1,U 9769,8,A,-17.04,--,1029.0
44 -1,U 9776,10,--,--,--,1018.0
44 -2 +1,N 6015,6,A,-20.05,--,1048.0
44 -2 +1,U10031,9,B,--,--,1099.0
44 -0 +1,N 6140,5,A,-19.54,--,1147.0
44 -0 +1,U 9893,13,P,-16.07,--,840.0
44 -3 +3,U10669,10,--,--,--,682.0
44 -3,U10736,8,X,-17.24,--,735.0
44 -4 +4,N 6207,5,A,-19.54,--,1048.0
44 -4,N 6255,5,B,-18.62,--,1124.0
44 -5 +5,N 6340,0,A,-19.98,--,1441.0
44 -5,N 6395,5,P,-19.58,--,1415.0
44 -6 +5,N 6236,6,X,-19.73,--,1525.0
44 -6 +5,N 6248,6,B,-18.93,--,1364.0
44 -7 +5,N 6412,5,A,-19.69,--,1573.0
44 -7 +5,U10792,10,--,--,--,1481.0
44 -0 +5,N 6217,4,B,-20.19,--,1592.0
44 -8 +8,N 6643,5,A,-20.79,--,1744.0
44 -8,N 6654,0,B,-20.12,--,2063.0
44 -8,U11193,10,--,-17.69,--,1786.0
44 -8,U11332,7,BP,--,--,1824.0
44 -0,1437+37,13,P,--,--,661.0
44 -0,N 5608,10,P,-17.32,--,780.0
44 -0,N 5832,3,BP,-18.2,--,660.0
44 -0,N 5949,5,A,-17.84,--,645.0
44 -0,N 6239,3,BP,-18.91,--,1160.0
44 -0,N 6689,7,A,-18.73,--,750.0
44 -0,U 7490,9,A,-17.13,--,636.0
44 -0,U 9211,10,--,-16.64,--,819.0
44 -0,U 9992,10,--,-15.84,--,646.0
44 -0,U10310,10,B,-17.51,--,917.0
44 -0,U10608,8,B,-16.55,--,1325.0
44 -0,U10806,8,B,-18.27,--,1175.0
44 -0,U10991,10,--,--,--,1712.0
44 -0,U11000,13,P,-17.0,--,900.0
45 -1 +1,N 5012,5,X,-20.23,--,2620.0
45 -1,N 5016,5,X,-19.43,--,2614.0
45 -1,U 8290,9,P,-18.62,--,2599.0
45 +1,U 8409,8,A,-19.05,--,2817.0
45 +2 +2,N 4793,5,X,-20.9,--,2498.0
45 +2,N 4961,6,B,-19.25,--,2543.0
45 -0,N 5089,5,P,-19.22,--,2186.0
45 -0,N 5116,5,B,-20.17,--,2854.0
45 -0,N 5117,5,B,-19.41,--,2461.0
51 -1 +1,0314-35,7,--,--,--,1438.0
51 -1,0323-362,9,B,--,--,1694.0
51 -1,0323-363,7,B,--,--,870.0
51 -1,0323-37,0,--,--,--,1922.0
51 -1,0334-34,2,--,--,--,1471.0
51 -1,0335-35,-2,--,-17.84,--,1778.0
51 -1,0338-35,10,B,--,--,1879.0
51 -1,0341-36,9,--,--,--,741.0
51 -1,0344-35,9,--,--,--,1777.0
51 -1,0352-36,-5,--,-18.71,--,1223.0
51 -1,N 1310,5,A,--,--,1573.0
51 -1,N 1316,-2,XP,-21.47,--,1631.0
51 -1,N 1317,0,X,-19.2,--,1800.0
51 -1,N 1326,-2,B,-19.84,--,1221.0
51 -1,N 1341,5,B,-18.14,--,1720.0
51 -1,N 1350,2,B,-19.98,--,1648.0
51 -1,N 1351,-5,--,-18.34,--,1350.0
51 -1,N 1365,3,B,-21.26,--,1492.0
51 -1,N 1374,-5,--,-18.84,--,1105.0
51 -1,N 1375,-2,--,-17.94,--,523.0
51 -1,N 1379,-5,--,-19.07,--,1239.0
51 -1,N 1380,-2,A,-20.04,--,1663.0
51 -1,N 1381,-2,A,-18.8,--,1629.0
51 -1,N 1386,-2,A,-19.04,--,696.0
51 -1,N 1387,-2,--,-19.14,--,1091.0
51 -1,N 1389,-5,--,-18.75,--,927.0
51 -1,N 1399,-5,--,-20.29,--,1294.0
51 -1,N 1404,-5,--,-19.94,--,1759.0
51 -1,N 1427,-5,--,-19.2,--,1416.0
51 -1,N 1428,-2,--,--,--,77.0
51 -1,N 1437,1,B,-18.95,--,1022.0
51 +2 +1,0317-32,3,B,--,--,1161.0
51 +2 +1,N 1339,-5,--,-18.22,--,1161.0
51 +2 +1,N 1344,-5,--,-19.46,--,1107.0
51 +2 +1,N 1366,-2,--,-17.45,--,914.0
51 +2 +1,N 1406,5,B,-18.46,--,931.0
51 -3 +1,0236-27,-2,B,-17.88,--,1345.0
51 -3 +1,N 1079,0,XP,-18.83,--,1377.0
51 -3 +1,N 1097,3,B,-20.79,--,1181.0
51 -0 +1,0308-33,10,--,--,--,1009.0
51 -0 +1,N 1292,5,A,-18.79,--,1261.0
51 -0 +1,N 1425,3,A,-19.86,--,1376.0
51 -4 +4,0322-21,3,B,-17.85,--,1241.0
51 -4,0347-27,5,--,--,--,1404.0
51 -4,N 1315,-2,B,--,--,1639.0
51 -4,N 1325,4,A,-19.46,--,1503.0
51 -4,N 1331,-5,--,-17.07,--,1233.0
51 -4,N 1332,-2,--,-20.07,--,1471.0
51 -4,N 1345,12,P,-17.3,--,1444.0
51 -4,N 1353,3,X,-19.42,--,1421.0
51 -4,N 1371,1,X,-19.73,--,1360.0
51 -4,N 1385,6,B,-19.78,--,1390.0
51 -4,N 1395,-5,--,-20.34,--,1586.0
51 -4,N 1398,2,B,-20.57,--,1281.0
51 -4,N 1401,-2,--,--,--,1461.0
51 -4,N 1415,0,X,-18.84,--,1399.0
51 -4,N 1426,-5,--,-18.85,--,1332.0
51 -4,N 1439,-5,--,-18.95,--,1560.0
51 -4,N 1482,1,P,--,--,1542.0
51 -5 +4,0311-25,10,--,--,--,1638.0
51 -5 +4,0316-23,10,--,--,--,1440.0
51 -5 +4,0316-26,4,--,--,--,1699.0
51 -5 +4,N 1201,-2,A,-19.95,--,1630.0
51 -5 +4,N 1255,4,X,-20.09,--,1600.0
51 -5 +4,N 1302,0,B,-20.11,--,1599.0
51 -6 +4,0308-22,5,--,--,--,1244.0
51 -6 +4,N 1187,5,B,-19.76,--,1314.0
51 -7 +4,0307-20,9,B,--,--,1702.0
51 -7 +4,0321-19,6,P,--,--,1753.0
51 -7 +4,N 1179,6,X,-19.64,--,1716.0
51 -7 +4,N 1232,5,X,-21.11,--,1607.0
51 -7 +4,N 1297,-5,--,-18.71,--,1475.0
51 -7 +4,N 1300,4,B,-20.42,--,1502.0
51 -8 +4,N 1407,-5,--,-21.02,--,1716.0
51 -8 +4,N 1440,-2,X,-18.77,--,1437.0
51 -8 +4,N 1452,0,B,-19.06,--,1805.0
51 +8 +4,N 1400,-2,A,-16.55,--,389.0
51 -9 +4,0403-17,10,--,--,--,1777.0
51 -9 +4,0404-17,9,A,--,--,1754.0
51 -0 +4,0304-14,10,P,--,--,1480.0
51 -0 +4,0314-24,10,--,--,--,1982.0
51 -0 +4,0325-17,-5,P,-16.94,--,1753.0
51 -0 +4,0330-17,10,--,--,--,1876.0
51 -0 +4,0331-21,4,B,-19.53,--,1760.0
51 -0 +4,N 1145,5,--,--,--,1911.0
51 -0 +4,N 1172,-5,--,-18.5,--,1485.0
51 -0 +4,N 1359,9,BP,-19.49,--,1883.0
51 -0 +4,N 1461,-2,A,-18.51,--,1356.0
51-10+10,0447-29,9,--,-18.13,--,1290.0
51-10,0450-28,10,--,--,--,1279.0
51-11+11,N 1357,1,A,-19.62,--,1964.0
51-11,N 1421,4,X,-21.12,--,2021.0
51-12+11,0323-16,9,--,--,--,1804.0
51-12+11,0327-15,9,--,--,--,1816.0
51-12+11,N 1309,4,A,-20.17,--,2070.0
51-13+13,0310-05,13,P,--,--,2231.0
51-13,0312-04,10,--,-18.33,--,2197.0
51-14+14,N 1199,-5,--,-20.09,--,2528.0
51-14,N 1209,-5,--,-20.36,--,2624.0
51+15+15,N 1015,1,B,-20.3,--,2655.0
51+15,N 1090,5,B,-20.51,--,2786.0
51 -0,0223-10,9,X,--,--,2091.0
51 -0,0306-23,12,--,--,--,2803.0
51 -0,0320-11,7,B,--,--,2755.0
51 -0,0450-25,9,X,-17.9,--,1202.0
51 -0,0513-30,6,B,--,--,1279.0
51 -0,0558-28,9,B,-16.99,--,1166.0
51 -0,N  895,6,A,-20.11,--,2309.0
51 -0,N  986,2,B,-20.17,--,1868.0
51 -0,N 1222,13,P,--,--,2473.0
51 -0,N 1241,3,B,-19.83,--,2134.0
51 -0,N 1320,2,--,--,--,2977.0
51 -0,N 1640,3,B,-18.97,--,1452.0
51 -0,U 2460,4,B,-19.57,--,2721.0
52 -1 +1,0238-06,10,--,--,--,1336.0
52 -1,N  988,5,B,--,--,1504.0
52 -1,N  991,5,X,-19.17,--,1541.0
52 -1,N 1022,1,B,-19.2,--,1506.0
52 -1,N 1035,5,A,-18.68,--,1232.0
52 -1,N 1042,6,X,-19.91,--,1371.0
52 -1,N 1051,9,B,--,--,1300.0
52 -1,N 1052,-5,--,-19.81,--,1456.0
52 -1,N 1084,5,A,-20.26,--,1401.0
52 -1,N 1110,10,--,--,--,1325.0
52 -1,N 1140,10,P,-18.77,--,1484.0
52 -2 +1,0246-02,10,--,--,--,1103.0
52 -2 +1,0248+04,12,P,-16.01,--,1026.0
52 -2 +1,N 1055,3,--,-19.48,--,1030.0
52 -2 +1,N 1068,3,A,-21.39,--,1176.0
52 -2 +1,N 1073,5,B,-19.44,--,1242.0
52 -2 +1,U 2162,10,--,--,--,1226.0
52 -2 +1,U 2275,9,--,-17.28,--,1061.0
52 -2 +1,U 2302,9,--,-16.83,--,1133.0
52 -3 +1,0228-04,9,--,--,--,1648.0
52 -3 +1,N  936,-2,B,-20.08,--,1392.0
52 -3 +1,N  941,6,X,-18.67,--,1660.0
52 -3 +1,N  955,3,--,-19.07,--,1566.0
52 -3 +1,U 1839,8,--,-16.91,--,1567.0
52 -4 +1,0255-02,9,B,--,--,1542.0
52 -4 +1,N 1087,5,X,-20.21,--,1545.0
52 -4 +1,U 2345,9,B,--,--,1521.0
52 -5 +5,0202-06,8,B,--,--,1397.0
52 -5,N  779,3,X,-20.01,--,1435.0
52 -6 +6,0219-20,9,P,--,--,1546.0
52 -6,0223-21,9,--,-17.39,--,1510.0
52 -6,0224-24,8,B,--,--,1459.0
52 -6,N  899,10,--,--,--,1524.0
52 -6,N  907,7,BP,--,--,1683.0
52 -6,N  908,5,A,-20.8,--,1466.0
52 -7 +7,0123-06,5,--,--,--,2033.0
52 -7,N  584,-5,--,-20.68,--,1931.0
52 -7,N  596,-5,--,-20.22,--,1962.0
52 -7,N  600,7,B,-18.9,--,1895.0
52 -7,N  615,3,A,-20.19,--,1910.0
52 -7,N  636,-5,--,-19.71,--,1990.0
52 -8 +7,0146-10,6,X,--,--,2021.0
52 -8 +7,N  681,2,X,-19.17,--,1779.0
52 -8 +7,N  701,5,B,-19.25,--,1869.0
52 -9 +7,0146-12,9,--,-17.85,--,1644.0
52 -9 +7,0147-13,10,--,-16.34,--,1739.0
52 -9 +7,0154-12,8,B,--,--,1877.0
52 -9 +7,N  720,-5,--,-20.38,--,1676.0
52 -0 +7,N  755,3,B,--,--,1669.0
52-10+10,N  864,5,X,-20.2,--,1633.0
52-10,U 1670,9,--,-16.77,--,1690.0
52-11+11,N  676,0,--,-20.65,--,1601.0
52-11,N  718,1,X,-19.28,--,1755.0
52-12+12,N  470,4,A,-20.05,--,2481.0
52-12,N  474,-2,A,-20.62,--,2636.0
52-12,N  488,3,A,-21.36,--,2380.0
52-12,N  493,5,--,-19.91,--,2436.0
52-12,N  520,13,P,-20.23,--,2271.0
52-12,U  871,10,--,--,--,2294.0
52-13+12,U 1102,13,P,-18.13,--,2086.0
52-13+12,U 1133,10,--,--,--,2067.0
52 -0+12,N  514,5,X,-20.24,--,2615.0
52 -0+12,N  524,-2,A,-21.16,--,2596.0
52 -0+12,U  634,9,X,-18.09,--,2347.0
52 -0+12,U  711,5,--,-18.72,--,2088.0
52 -0+12,U  750,13,P,-18.66,--,2647.0
52-14+14,N  770,1,B,-18.75,--,2583.0
52-14,N  772,3,A,-21.8,--,2605.0
52-14,U 1546,5,--,-18.17,--,2499.0
52-15+14,N  691,5,A,-20.74,--,2807.0
52-15+14,U 1276,8,B,-19.6,--,2895.0
52 -0+14,U 1197,10,--,-18.63,--,2942.0
52 -0+14,U 1547,10,B,-18.64,--,2788.0
52 -0+14,U 1551,8,B,-20.05,--,2817.0
52 -0,0314+03,-3,--,-15.66,--,900.0
52 -0,N  357,0,B,-19.84,--,2622.0
52 -0,N  450,6,X,-19.46,--,1853.0
52 -0,N  473,0,X,-19.77,--,2406.0
52 -0,N  578,5,X,-20.09,--,1622.0
52 -0,N  613,4,B,-20.53,--,1449.0
52 -0,N  803,5,--,-19.61,--,2214.0
52 -0,N  821,-5,--,-20.21,--,1874.0
52 -0,N  918,5,X,-19.44,--,1625.0
52 -0,N  972,2,P,-20.19,--,1677.0
52 -0,N 1253,6,B,-19.71,--,1696.0
52 -0,N 1337,6,A,-19.36,--,1199.0
53 -1 +1,0405-55,10,--,--,--,851.0
53 -1,0416-56,7,--,--,--,1152.0
53 -1,N 1515,1,X,-19.47,--,961.0
53 -1,N 1533,-2,B,-18.76,--,576.0
53 -1,N 1536,5,B,-17.58,--,1377.0
53 -1,N 1543,-2,B,-19.07,--,1183.0
53 -1,N 1546,-2,--,-18.14,--,974.0
53 -1,N 1549,-5,--,-19.77,--,937.0
53 -1,N 1553,-2,A,-20.17,--,1064.0
53 -1,N 1566,4,X,-20.45,--,1262.0
53 -1,N 1574,-2,A,-19.34,--,669.0
53 -1,N 1596,-2,A,-18.74,--,1252.0
53 -1,N 1617,1,--,-19.72,--,818.0
53 +1,N 1705,-2,AP,-16.23,--,409.0
53 -2 +1,0415-60,-2,XP,-18.04,--,907.0
53 -2 +1,0421-63,9,--,--,--,1072.0
53 -2 +1,N 1559,6,B,-20.13,--,1068.0
53 -3 +1,0454-62,10,--,--,--,1170.0
53 -3 +1,N 1672,3,B,-19.84,--,1077.0
53 -3 +1,N 1688,5,B,-18.35,--,995.0
53 -3 +1,N 1703,3,B,--,--,1290.0
53 -3 +1,N 1824,9,B,--,--,1012.0
53 +3 +1,0445-57,10,--,--,--,978.0
53 -4 +1,N 1892,3,--,--,--,1115.0
53 -4 +1,N 1947,-2,P,-18.72,--,866.0
53 -4 +1,N 2082,4,B,-17.61,--,849.0
53 -5 +1,N 1473,7,B,--,--,1118.0
53 -5 +1,N 1511,5,AP,-19.4,--,1127.0
53 -6 +1,0542-52,10,--,--,--,832.0
53 -6 +1,N 2101,10,P,--,--,939.0
53 -6 +1,N 2104,4,--,--,--,898.0
53 +6 +1,0535-52,10,--,--,--,1030.0
53 -0 +1,0311-57,12,B,--,--,951.0
53 -0 +1,0450-61,7,--,--,--,743.0
53 -0 +1,0507-63,10,--,--,--,1225.0
53 -0 +1,0539-58,5,B,--,--,1088.0
53 -0 +1,0607-61,5,--,--,--,942.0
53 -0 +1,N 1796,5,BP,-17.52,--,759.0
53 -0 +1,N 1809,12,--,--,--,1060.0
53 -0 +1,N 1853,7,--,--,--,1145.0
53 -7 +7,0317-49,5,--,--,--,856.0
53 -7,0334-44,3,--,--,--,903.0
53 -7,0347-49,7,--,--,--,787.0
53 -7,0349-38,10,--,--,--,715.0
53 -7,0357-46,10,--,--,--,712.0
53 -7,N 1411,-2,A,-18.55,--,867.0
53 -7,N 1433,1,B,-19.67,--,889.0
53 -7,N 1448,6,A,-19.92,--,1000.0
53 -7,N 1483,4,--,--,--,954.0
53 -7,N 1487,9,P,-17.62,--,677.0
53 -7,N 1493,6,B,-18.47,--,870.0
53 -7,N 1494,4,A,-18.53,--,928.0
