Group,Name,HubCode,HubBar,MB,MWay,V0
53 -7,N 1510,-5,P,-16.58,--,782.0
53 -7,N 1512,1,B,-19.02,--,725.0
53 -7,N 1527,-2,--,-18.12,--,832.0
53 -8 +7,0324-52,6,--,-17.8,--,882.0
53 -8 +7,0330-52,5,B,-18.63,--,892.0
53 -9 +7,0307-41,7,--,--,--,804.0
53 -9 +7,N 1291,0,B,-20.26,--,678.0
53 -0 +7,N 1249,6,B,-18.55,--,828.0
53-10+10,0506-38,10,--,--,--,807.0
53-10,0510-33,10,--,-16.87,--,729.0
53-10,N 1792,4,A,-20.13,--,1003.0
53-10,N 1808,0,X,-19.52,--,782.0
53-10,N 1827,6,--,--,--,836.0
53-11+10,0515-37,5,--,--,--,1130.0
53-11+10,0519-37,9,--,--,--,1079.0
53-12+10,0508-31,9,--,-17.21,--,778.0
53-12+10,N 1800,-2,XP,-16.26,--,522.0
53 -0+10,0539-35,9,--,--,--,1044.0
53 -0+10,N 1679,10,B,--,--,870.0
53 -0+10,N 1879,10,X,-17.77,--,1038.0
53 -0+10,N 1963,5,--,--,--,1098.0
53-13+13,N 1531,-5,P,-17.77,--,998.0
53-13,N 1532,2,B,-20.02,--,1047.0
53-13,N 1537,-3,--,-19.29,--,1181.0
53-14+14,0603-33,5,--,--,--,553.0
53-14,N 2188,9,B,-17.87,--,515.0
53+14,N 2090,5,A,-18.54,--,707.0
53-15+15,0737-50,9,B,--,--,789.0
53-15,0756-49,5,--,--,--,826.0
53-16+15,0726-45,10,--,--,--,722.0
53-16+15,N 2427,8,X,-19.01,--,689.0
53 -0+15,0748-54,10,P,--,--,756.0
53 -0+15,0824-53,12,--,--,--,758.0
53-17+17,0720-72,10,--,--,--,1235.0
53-17,N 2397,5,B,-19.17,--,1027.0
53-17,N 2434,-5,--,-19.48,--,1137.0
53-17,N 2442,4,B,-20.66,--,1195.0
53+17,0616-70,7,--,--,--,1035.0
53+17,0730-74,10,--,--,--,881.0
53+17,0810-74,10,--,--,--,980.0
53+17,0839-74,7,--,--,--,1088.0
53-18+18,0946-74,7,--,--,--,896.0
53-18,N 3059,5,B,-19.75,--,990.0
53-19+19,0756-76,5,--,--,--,1498.0
53-19,0804-76,10,--,--,--,1486.0
53-20+20,N 1637,5,X,-18.33,--,639.0
53-20,U 3174,10,--,-15.63,--,588.0
53-21+21,1007-66,5,BP,--,--,1093.0
53-21,N 3136,-5,--,-20.4,--,1391.0
53-22+21,0857-68,5,B,--,--,1159.0
53-22+21,N 2788,12,--,--,--,1255.0
53-22+21,N 2836,12,--,--,--,1422.0
53 -0+21,1111-69,5,--,--,--,1063.0
53 -0,0338-45,10,--,--,--,1389.0
53 -0,0346-80,7,B,--,--,1406.0
53 -0,0350-71,7,--,--,--,1206.0
53 -0,0352-49,10,--,--,--,1391.0
53 -0,0407-45,-5,--,-18.9,--,1264.0
53 -0,0419-21,7,A,--,--,768.0
53 -0,0430-49,5,--,--,--,1641.0
53 -0,0435-52,9,B,--,--,1421.0
53 -0,0454-56,10,--,--,--,1540.0
53 -0,0548-14,8,BP,--,--,728.0
53 -0,0553+03,13,P,-17.17,--,688.0
53 -0,0609-21,10,--,--,--,641.0
53 -0,0618-08,5,--,--,--,561.0
53 -0,0630-52,10,--,--,--,921.0
53 -0,0644-47,4,--,--,--,782.0
53 -0,0649-52,6,--,--,--,808.0
53 -0,0715-57,6,--,--,--,812.0
53 -0,1003-75,5,--,--,--,1517.0
53 -0,1148-75,10,--,--,--,1567.0
53 -0,N  685,5,X,-19.02,--,1223.0
53 -0,N 1507,9,B,-18.33,--,810.0
53 -0,N 1518,8,B,-18.15,--,810.0
53 -0,N 1744,7,B,-18.06,--,562.0
53 -0,N 2310,-2,--,-18.63,--,917.0
53 -0,U 3303,9,--,--,--,437.0
54 -1 +1,0925-31,10,--,--,--,794.0
54 -1,0931-32,9,--,--,--,640.0
54 -1,0941-31,10,--,--,--,922.0
54 -1,0942-31,8,X,-18.31,--,970.0
54 -1,0943-30,10,--,--,--,720.0
54 -1,N 2997,5,X,-20.74,--,798.0
54 -1,N 3056,-2,A,-18.02,--,768.0
54 -2 +1,1001-26,7,A,--,--,686.0
54 -2 +1,N 3113,8,--,--,--,810.0
54 -2 +1,N 3137,7,--,--,--,831.0
54 -2 +1,N 3175,3,XP,-19.55,--,849.0
54 -3 +1,0907-22,10,--,--,--,453.0
54 -3 +1,0911-19,10,--,--,--,509.0
54 -3 +1,0919-22,10,--,--,--,579.0
54 -3 +1,N 2784,-2,A,-18.72,--,434.0
54 -3 +1,N 2835,5,B,-19.66,--,620.0
54 -0 +1,0834-26,10,P,--,--,604.0
54 -0 +1,0907-33,10,--,--,--,846.0
54 -0 +1,1033-24,8,B,-17.78,--,785.0
54 -0 +1,1033-36,10,--,--,--,675.0
54 +4 +4,1038-48,5,B,--,--,762.0
54 +4,1105-46,7,--,--,--,772.0
54 -5 +5,N 3511,5,A,-20.15,--,854.0
54 -5,N 3513,5,B,-19.46,--,945.0
54 -0,1038-23,10,--,-17.46,--,941.0
55 -1 +1,1512-72,10,--,--,--,2997.0
55 -1,1522-73,6,--,--,--,2759.0
55 -1,N 5833,5,--,--,--,2782.0
55 -2 +1,1439-77,5,--,--,--,2513.0
55 -2 +1,N 5612,-2,A,-20.2,--,2538.0
55 -0 +1,1418-75,5,--,--,--,2324.0
55 -0 +1,1505-75,2,--,--,--,2632.0
55 -0 +1,N 5967,6,X,-20.81,--,2695.0
55 -3 +3,1809-85,10,P,--,--,2303.0
55 -3,N 6438,-5,P,-20.23,--,2220.0
55 -4 +3,1409-87,3,--,--,--,2027.0
55 -4 +3,1510-87,10,--,--,--,2046.0
55 -0 +3,2247-89,12,P,--,--,2305.0
55 -5 +5,0000-80,10,--,--,--,1757.0
55 -5,2353-81,5,--,--,--,1725.0
55 +5,0017-77,9,B,--,--,1622.0
55 +5,2217-80,5,--,--,--,1620.0
55 -0,0018-64,10,--,--,--,1622.0
55 -0,0038-63,7,BP,--,--,1575.0
55 -0,0048-66,7,B,--,--,1513.0
55 -0,0621-86,1,--,--,--,1638.0
55 -0,1317-77,7,--,--,--,2416.0
55 -0,1350-82,6,--,--,--,2221.0
55 -0,1454-82,6,--,--,--,2294.0
55 -0,1706-77,5,--,--,--,2730.0
55 -0,2145-81,5,--,--,--,2368.0
55 -0,2345-57,7,--,--,--,1801.0
55 -0,N  406,3,A,-19.3,--,1334.0
55 -0,N 7098,1,X,--,--,2210.0
55 -0,N 7661,5,--,--,--,1858.0
55 -0,N 7689,6,X,-19.85,--,1895.0
61 -1 +1,2002-48,-5,--,--,--,2890.0
61 -1,2004-48,-2,A,--,--,2495.0
61 -1,N 6861,-5,--,-20.8,--,2819.0
61 -1,N 6868,-5,--,-21.06,--,2723.0
61 -1,N 6870,2,A,-20.03,--,2718.0
61 -2 +1,2019-44,7,X,-18.9,--,2955.0
61 -2 +1,2020-44,-2,--,-20.31,--,2927.0
61 -2 +1,N 6902,0,B,-20.34,--,2754.0
61 -3 +1,2041-46,5,--,--,--,2667.0
61 -3 +1,2042-46,5,P,--,--,2702.0
61 -0 +1,2028-48,7,B,--,--,2392.0
61 -0 +1,2030-53,5,P,--,--,2503.0
61 -0 +1,N 6887,4,A,-20.77,--,2630.0
61 -0 +1,N 6890,3,A,-19.56,--,2450.0
61 -0 +1,N 6909,-5,--,-19.97,--,2649.0
61 -4 +4,1852-541,-2,A,--,--,2991.0
61 -4,1852-542,-5,--,-20.75,--,2535.0
61 -4,1852-543,-2,--,-20.25,--,2675.0
61 -4,N 6707,3,--,--,--,2676.0
61 -4,N 6708,-2,--,--,--,2539.0
61 +4,1828-57,7,B,--,--,2622.0
61 +4,1911-54,5,B,-20.8,--,2615.0
61 -5 +5,1931-57,5,--,--,--,1819.0
61 -5,1938-58,10,--,--,--,1831.0
61 -5,1950-58,5,--,--,--,2050.0
61 -5,N 6810,1,A,-20.61,--,1900.0
61 +5,1902-59,5,--,--,--,1740.0
61 +5,1931-61,10,--,--,--,1687.0
61 -6 +6,N 7070,6,A,-19.63,--,2385.0
61 -6,N 7079,-2,B,-20.17,--,2664.0
61 -6,N 7097,-5,--,-19.91,--,2398.0
61 +6,2119-45,4,A,-20.84,--,2641.0
61 -7 +7,N 7196,-5,--,-20.32,--,2959.0
61 -7,N 7200,-5,--,--,--,2890.0
61 +7,N 7168,-5,--,-19.85,--,2728.0
61 +8 +8,2207-46,2,--,--,--,2695.0
61 +8,2213-47,5,--,--,--,2714.0
61 -9 +9,2157-43,9,X,-19.25,--,2264.0
61 -9,N 7162,5,A,-19.38,--,2255.0
61 -9,N 7166,-2,A,-19.58,--,2395.0
61-10+10,N 7041,-2,X,-19.93,--,1889.0
61-10,N 7049,-2,A,-20.43,--,2154.0
61-11+11,2210-46,-2,A,-19.36,--,1972.0
61-11,2212-45,9,B,--,--,2016.0
61-11,2214-45,10,--,--,--,1798.0
61-11,N 7213,1,A,-20.36,--,1745.0
61-11,N 7232,-2,B,-18.84,--,1774.0
61-11,N 7233,0,B,--,--,1805.0
61-12+11,N 7144,-5,--,-20.36,--,1961.0
61-12+11,N 7145,-5,--,-19.81,--,1883.0
61-12+11,N 7155,-2,B,-19.06,--,1850.0
61 -0+11,N 7107,8,B,-19.51,--,2180.0
61-13+13,2150-57,10,--,--,--,1751.0
61-13,N 7205,4,A,-20.26,--,1605.0
61+13,2154-60,10,--,--,--,1587.0
61+13,2159-54,10,--,--,--,1654.0
61+13,2209-62,5,--,--,--,1595.0
61+13,N 7059,4,X,-18.74,--,1657.0
61+14+14,2240-40,9,--,--,--,2151.0
61+14,N 7307,5,XP,-19.76,--,2077.0
61-15+15,2253-37,5,B,--,--,2059.0
61-15,2255-36,-2,A,-18.63,--,2175.0
61-16+16,2254-434,0,A,-20.21,--,1701.0
61-16,2300-46,9,B,--,--,1494.0
61-16,2326-41,4,A,-19.09,--,1488.0
61-16,N 7410,-2,B,-20.27,--,1633.0
61-16,N 7412,3,B,-19.82,--,1706.0
61-16,N 7496,3,B,-19.96,--,1629.0
61-16,N 7531,4,A,-19.97,--,1568.0
61-16,N 7552,2,B,-20.14,--,1583.0
61-16,N 7582,2,B,-20.17,--,1433.0
61-16,N 7590,4,A,-19.59,--,1412.0
61-16,N 7599,5,B,-20.22,--,1638.0
61-16,N 7632,-2,B,--,--,1573.0
61-17+16,2253-36,5,--,--,--,1671.0
61-17+16,2254-36,-5,--,-20.58,--,1635.0
61-17+16,2259-37,9,--,--,--,1384.0
61-17+16,N 7418,6,X,-19.43,--,1453.0
61 -0+16,0003-41,7,B,--,--,1502.0
61 -0+16,2239-45,1,B,-19.65,--,1716.0
61 -0+16,2256-37,5,X,-19.32,--,1308.0
61 -0+16,2333-39,7,--,--,--,1538.0
61 -0+16,N 7361,5,--,-18.73,--,1306.0
61 -0+16,N 7507,-5,--,-20.21,--,1593.0
61 -0+16,N 7690,3,A,-18.87,--,1317.0
61 -0+16,N 7764,10,--,-18.99,--,1676.0
61-18+18,0031-31,9,--,-17.74,--,1579.0
61-18,N  134,4,X,-21.09,--,1572.0
61-18,N  148,-2,--,-18.29,--,1534.0
61-19+18,N  254,-2,B,-18.51,--,1425.0
61-19+18,N  289,4,B,-19.94,--,1614.0
61-20+18,0033-25,8,X,-18.87,--,1574.0
61-20+18,N  150,4,BP,-20.12,--,1601.0
61-21+21,0043-11,9,X,-17.31,--,1688.0
61-21,0045-10,5,B,--,--,1423.0
61-21,N  255,4,X,-19.26,--,1674.0
61-22+21,N  178,9,B,-18.56,--,1544.0
61-22+21,N  210,3,X,-20.06,--,1700.0
61-23+21,N  274,-2,XP,-19.0,--,1820.0
61-23+21,N  275,6,BP,-18.97,--,1822.0
61-23+21,N  337,7,B,-19.93,--,1729.0
61-24+21,0049-00,13,P,-16.98,--,1800.0
61-24+21,0049-01,13,P,-16.46,--,1500.0
61 -0+21,N  157,4,X,-20.85,--,1751.0
61+25+25,2207-19,10,--,-17.79,--,1848.0
61+25,N 7218,6,B,-19.6,--,1783.0
61 -0,0007-18,10,--,--,--,1611.0
61 -0,0020-53,5,--,--,--,1329.0
61 -0,1811-58,5,--,--,--,2664.0
61 -0,1830-58,6,B,-20.8,--,2134.0
61 -0,1939-60,4,--,--,--,2409.0
61 -0,1941-54,-5,--,-20.55,--,2457.0
61 -0,2015-39,7,A,-19.27,--,2727.0
61 -0,2038-65,10,--,--,--,1499.0
61 -0,2053-55,7,B,--,--,2019.0
61 -0,2103-55,10,B,--,--,1291.0
61 -0,2112-65,5,--,--,--,1741.0
61 -0,2211-67,5,--,--,--,1615.0
61 -0,2220-42,7,B,--,--,2416.0
61 -0,2238-45,3,--,--,--,2797.0
61 -0,N  216,13,--,-17.67,--,1597.0
61 -0,N 6305,-2,--,--,--,2631.0
61 -0,N 6925,4,A,-21.63,--,2847.0
61 -0,N 6958,-5,--,-20.53,--,2760.0
61 -0,N 7007,-2,--,-19.91,--,2897.0
61 -0,N 7029,-5,--,-20.11,--,2832.0
61 -0,N 7180,-2,--,-17.92,--,1451.0
61 -0,N 7314,4,X,-20.17,--,1499.0
61 -0,U  328,9,B,--,--,2107.0
62 -1 +1,N 7083,5,A,-21.34,--,2995.0
62 -1,N 7096,1,A,-20.32,--,2844.0
62 -2 +1,2212-64,5,B,--,--,2943.0
62 -2 +1,N 7179,4,--,--,--,2774.0
62 -2 +1,N 7192,-5,--,-20.55,--,2761.0
62 -3 +1,N 7125,5,X,-20.25,--,2986.0
62 -3 +1,N 7126,2,A,-19.85,--,2910.0
62 -0 +1,N 7020,-2,A,-20.44,--,2915.0
62 +4 +4,2056-72,3,--,--,--,2942.0
62 +4,N 6943,6,X,-21.34,--,2972.0
62 -0,2243-65,7,--,--,--,2243.0
62 -0,N 7141,1,--,--,--,2928.0
63 -1 +1,2200-34,2,B,-19.98,--,2621.0
63 -1,N 7172,2,P,-20.1,--,2698.0
63 -1,N 7173,-5,--,-19.47,--,2547.0
63 -1,N 7174,3,P,-19.6,--,2824.0
63 -1,N 7176,-5,--,-19.64,--,2571.0
63 -1,N 7204,13,P,--,--,2680.0
63 -2 +1,2144-35,-2,B,-19.31,--,2644.0
63 -2 +1,N 7135,-2,AP,-20.01,--,2751.0
63 -2 +1,N 7154,10,BP,--,--,2648.0
63 -3 +3,2213-21,3,B,--,--,2712.0
63 -3,2214-21,10,P,-18.41,--,2668.0
63 +3,N 7184,5,B,-21.35,--,2727.0
63 -4 +4,2159-12,8,B,--,--,2868.0
63 -4,N 7171,3,B,-20.03,--,2770.0
63 +5 +5,N 7606,3,A,-21.28,--,2362.0
63 +5,N 7721,5,A,-20.32,--,2148.0
63 -6 +6,N 7723,3,B,-20.29,--,1966.0
63 -6,N 7727,1,XP,-20.38,--,1929.0
63 -0,2125-38,5,A,-20.0,--,2587.0
63 -0,N 7302,-2,A,-19.59,--,2713.0
63 -0,N 7371,0,A,-19.83,--,2526.0
63 -0,N 7416,3,B,-20.51,--,2927.0
64 -1 +1,N 7437,7,X,-19.03,--,2345.0
64 -1,N 7448,4,A,-20.71,--,2432.0
64 -1,N 7463,3,XP,-20.22,--,2677.0
64 -1,N 7464,-2,--,-17.98,--,2102.0
64 -1,N 7465,-2,--,-19.07,--,2191.0
64 -1,N 7468,13,P,-18.61,--,2322.0
64 -1,U12350,9,--,-18.85,--,2371.0
64 -2 +1,N 7479,5,B,-21.11,--,2602.0
64 -2 +1,U12281,8,--,-18.72,--,2793.0
64 -3 +3,2224+15,10,--,-17.26,--,2158.0
64 -3,N 7280,-2,--,-19.29,--,2090.0
64 -4 +4,2307+18,10,--,--,--,2021.0
64 -4,N 7497,5,B,-19.71,--,1945.0
64 -4,U12344,7,B,--,--,1871.0
64 +5 +4,2324+18,13,P,--,--,1766.0
64 +5 +4,N 7625,1,AP,-19.08,--,1869.0
64 -6 +6,N 7742,3,A,-19.65,--,1818.0
64 -6,N 7743,-2,B,-19.91,--,1995.0
64 -7 +7,U12843,8,X,-18.85,--,1989.0
64 -7,U12846,9,--,--,--,1958.0
64 -7,U12856,10,B,-18.65,--,1990.0
64 +7,N 7800,13,--,-19.09,--,1949.0
64 +7,U   99,9,--,--,--,1935.0
64 -8 +8,N 7798,12,--,-19.97,--,2621.0
64 -8,N 7817,4,X,-20.79,--,2532.0
64 -9 +9,N 7537,4,A,-19.81,--,2850.0
64 -9,N 7541,4,B,-20.88,--,2695.0
64-10+10,N 7714,3,BP,-20.03,--,2981.0
64-10,N 7715,10,P,-19.0,--,2934.0
64-10,N 7716,3,B,-19.84,--,2734.0
64-10,U12690,10,--,--,--,2779.0
64-10,U12709,9,--,-18.72,--,2839.0
64+10,N 7731,1,B,-19.43,--,2972.0
64+10,U12578,12,P,-18.25,--,2863.0
64+11+11,2228-00,13,P,--,--,1737.0
64+11,2233-03,9,--,-18.64,--,1867.0
64+11,U12151,10,--,--,--,1939.0
64-12+12,N 7177,3,X,-19.74,--,1442.0
64-12,U11868,9,B,--,--,1357.0
64-12,U11880,12,BP,-18.02,--,1671.0
64+12,U11820,9,--,--,--,1354.0
64 -0,N 7077,-5,--,-16.72,--,1050.0
64 -0,N 7137,5,XP,-19.32,--,1952.0
64 -0,U  260,5,--,-19.56,--,2305.0
64 -0,U11651,8,--,-19.27,--,1804.0
64 -0,U11782,9,B,-17.45,--,1343.0
64 -0,U11944,10,--,--,--,1985.0
64 -0,U12074,13,P,-18.28,--,2100.0
64 -0,U12178,8,X,-19.22,--,2142.0
64 -0,U12682,10,--,-17.62,--,1621.0
64 -0,U12710,10,P,-18.47,--,2743.0
65 -1 +1,N 7292,10,B,-18.45,--,1269.0
65 -1,N 7320,7,A,-17.8,--,1066.0
65 -1,N 7331,4,A,-21.1,--,1099.0
65 -1,N 7363,7,X,-16.77,--,1108.0
65 -1,U12060,10,B,-17.1,--,1168.0
65 -1,U12082,9,--,-16.91,--,1081.0
65 +1,N 7217,2,A,-20.38,--,1228.0
65 +1,N 7343,3,B,-17.54,--,1495.0
65 +1,N 7457,-2,A,-19.18,--,971.0
65 +1,U12212,9,--,--,--,1163.0
65 -2 +1,N 7332,-2,P,-19.58,--,1451.0
65 -2 +1,N 7339,4,X,-19.15,--,1536.0
65 -3 +3,N 7741,6,B,-18.76,--,990.0
65 -3,U12732,9,--,-17.76,--,998.0
65 -3,U12791,10,--,-15.49,--,1037.0
65 -4 +4,N 7640,5,B,-19.47,--,643.0
65 -4,U12588,8,--,-17.04,--,698.0
65 -4,U12632,9,--,-17.69,--,695.0
65 +4,U12713,0,--,-14.68,--,541.0
65 +5 +5,N 7013,0,A,-19.56,--,1051.0
65 +5,U11707,8,A,-17.58,--,1187.0
65 -6 +6,N   14,10,--,-18.44,--,1059.0
65 -6,N 7814,2,A,-19.98,--,1250.0
65 -6,U   17,9,--,-15.53,--,1081.0
65 -6,U  122,10,--,-16.41,--,1048.0
65 +6,N  100,5,--,-17.69,--,1035.0
65 +6,U  156,10,--,-17.3,--,1318.0
65 +6,U  191,9,--,-17.46,--,1320.0
65 -7 +7,N 7518,1,X,-15.9,--,839.0
65 -7,U12423,5,--,-17.37,--,1082.0
65 -0,2236-05,10,--,-16.17,--,995.0
65 -0,2335+29,13,P,-16.56,--,1559.0
65 -0,U  300,10,--,--,--,1488.0
65 -0,U11891,10,--,-18.5,--,756.0
65 -0,U11909,12,P,-20.48,--,1404.0
66 -1 +1,N 6835,1,BP,-19.47,--,1718.0
66 -1,N 6836,9,X,--,--,1762.0
66 +1,N 6814,4,X,-20.41,--,1698.0
66 +1,N 6821,7,B,--,--,1680.0
66 -0,1945-18,9,B,--,--,1842.0
66 -0,2006-06,10,--,--,--,1588.0
71 -1 +1,N 5951,5,--,-19.65,--,1860.0
71 -1,N 5953,-5,--,-19.59,--,2147.0
71 -1,N 5954,5,--,-19.33,--,2066.0
71 -1,N 5962,5,A,-20.66,--,2048.0
71 -2 +1,N 5970,5,B,-20.55,--,2038.0
71 -2 +1,U 9941,10,--,-18.01,--,1929.0
71 -3 +3,U10061,10,--,--,--,2182.0
71 -3,U10086,13,P,-18.57,--,2400.0
71 -4 +4,N 6070,6,A,-20.72,--,2058.0
71 -4,U10288,5,--,-19.89,--,2099.0
71 -4,U10290,9,--,-18.94,--,2039.0
71 +4,U10133,5,X,-19.41,--,1978.0
71 -5 +5,U 9977,5,--,-19.4,--,1944.0
71 -5,U 9979,10,--,-18.58,--,2006.0
71 -6 +6,1534+30,13,P,-17.57,--,1788.0
71 -6,N 5961,13,P,-18.48,--,1800.0
71 -6,N 5974,13,P,-18.24,--,1875.0
71 -0,1559+18,13,P,-18.14,--,2638.0
71 -0,N 6035,5,X,-18.43,--,2357.0
71 -0,N 6106,5,A,-19.58,--,1542.0
71 -0,N 6118,6,A,-20.62,--,1629.0
71 -0,N 6181,5,X,-20.92,--,2515.0
71 -0,U10020,7,A,-19.22,--,2195.0
71 -0,U10041,8,X,-19.13,--,2224.0
71 -0,U10058,9,B,--,--,2282.0
71 -0,U10419,10,--,--,--,2786.0
72 -1 +1,N 5929,-5,--,--,--,2606.0
72 -1,N 5930,3,XP,-20.41,--,2873.0
72 -1,U 9857,10,B,--,--,2491.0
72 -1,U 9858,4,X,-20.54,--,2774.0
72 +1,N 5899,5,X,-20.79,--,2701.0
72 +1,U 9936,9,--,-18.15,--,2800.0
72 -0,1452+42,13,P,-18.69,--,2669.0
72 -0,1544+46,13,P,-18.45,--,2970.0
72 -0,N 5981,5,--,-19.12,--,1921.0
73 -1 +1,N 6570,9,B,-20.29,--,2478.0
73 -1,N 6574,4,X,-20.76,--,2509.0
73 +1,N 6555,5,X,-20.85,--,2424.0
73 +1,U11141,8,--,-19.14,--,2426.0
73 -2 +2,N 6509,6,--,-19.85,--,1974.0
73 -2,U11074,7,--,-19.13,--,2059.0
73 -2,U11093,5,--,-19.99,--,2122.0
73 -3 +3,N 6384,4,X,-21.31,--,1805.0
73 -3,U10862,5,B,-19.35,--,1834.0
73 -0,U10805,9,B,-17.28,--,1715.0
73 -0,U11105,8,--,-18.87,--,2435.0
73 -0,U11113,6,X,-18.66,--,2547.0
73 -0,U11152,8,B,-19.73,--,2935.0
20 +1 +1,U 3587,12,--,-19.07,--,1173.0
20 +1,U 3658,10,--,--,--,1089.0
20 -0,U 3390,8,X,--,--,1534.0
20 -0,U 3463,4,X,-20.55,--,2811.0
20 -0,U 5707,6,X,-19.49,--,2816.0
30 +1 +1,N 2339,4,X,-20.77,--,2166.0
30 +1,U 3691,6,A,-20.09,--,2102.0
30 +2 +1,N 2357,5,--,-19.59,--,2201.0
30 +2 +1,U 3808,7,B,-18.8,--,2317.0
30 -0,N 2377,3,X,--,--,2242.0
30 -0,N 3246,8,X,-19.62,--,1977.0
30 -0,U 3234,10,--,--,--,1370.0
40 -0,1517-36,4,B,-20.7,--,2940.0
40 -0,N 6000,6,--,--,--,2029.0
40 -0,N 6951,4,X,-20.73,--,1707.0
40 -0,U11557,8,X,-19.57,--,1684.0
40 -0,U11861,8,X,-20.87,--,1760.0
50 -0,0144-58,10,--,--,--,2055.0
60 -1 +1,U  608,8,X,-18.85,--,3000.0
60 -1,U  625,4,X,-21.14,--,2852.0
60 -0,0016-19,9,--,--,--,2116.0
60 -0,2059-17,4,A,--,--,1605.0
60 -0,2335-48,5,--,--,--,2786.0
60 -0,N   48,5,XP,-18.11,--,2036.0
60 -0,N 7744,-2,X,-20.53,--,2952.0
60 -0,N 7755,5,B,-21.24,--,2988.0
60 -0,U  477,9,--,-19.15,--,2843.0
70 -1 +1,1604+41,13,P,-17.9,--,2221.0
70 -1,U10200,13,P,-18.93,--,2137.0
70 +1,U10095,10,--,--,--,2055.0
70 -0,1634+52,13,P,-17.87,--,2883.0
70 -0,1638+37,13,P,-17.68,--,2100.0
70 -0,1742+40,13,P,-17.82,--,1800.0
70 -0,N 6339,6,B,-19.84,--,2336.0
70 -0,N 6368,3,--,-21.26,--,2920.0
70 -0,N 6667,2,XP,-20.88,--,2847.0
70 -0,N 6703,-2,--,-20.56,--,2591.0
70 -0,N 6764,4,B,-20.54,--,2691.0
70 -0,U 9762,9,--,--,--,2396.0
70 -0,U11124,6,B,-19.15,--,1852.0
70 -0,U11220,10,--,--,--,1706.0
70 -0,U11283,8,BP,-19.19,--,2230.0
